Date,Value
2018-01-11,337959.0
2018-01-10,347393.0
2018-01-09,360265.0
2018-01-08,345672.0
2018-01-07,368187.0
2018-01-06,358847.0
2018-01-05,342707.0
2018-01-04,425008.0
2018-01-03,395963.0
2018-01-02,340980.0
2018-01-01,241757.0
2017-12-31,290422.0
2017-12-30,344407.0
2017-12-29,353824.0
2017-12-28,305053.0
2017-12-27,307642.0
2017-12-26,247440.0
2017-12-25,228926.0
2017-12-24,279523.0
2017-12-23,308211.0
2017-12-22,380648.0
2017-12-21,335482.0
2017-12-20,370277.0
2017-12-19,378622.0
2017-12-18,394239.0
2017-12-17,391910.0
2017-12-16,364222.0
2017-12-15,405676.0
2017-12-14,490644.0
2017-12-13,424579.0
2017-12-12,372977.0
2017-12-11,368598.0
2017-12-10,341420.0
2017-12-09,403399.0
2017-12-08,385092.0
2017-12-07,372345.0
2017-12-06,443587.0
2017-12-05,405709.0
2017-12-04,400686.0
2017-12-03,353044.0
2017-12-02,326354.0
2017-12-01,412908.0
2017-11-30,384386.0
2017-11-29,398090.0
2017-11-28,365977.0
2017-11-27,379256.0
2017-11-26,329677.0
2017-11-25,336689.0
2017-11-24,305735.0
2017-11-23,352207.0
2017-11-22,256709.0
2017-11-21,371091.0
2017-11-20,336204.0
2017-11-19,264855.0
2017-11-18,270874.0
2017-11-17,306617.0
2017-11-16,310396.0
2017-11-15,321788.0
2017-11-14,271995.0
2017-11-13,309299.0
2017-11-12,185966.0
2017-11-11,194634.0
2017-11-10,271745.0
2017-11-09,341281.0
2017-11-08,301346.0
2017-11-07,335636.0
2017-11-06,271029.0
2017-11-05,251728.0
2017-11-04,294121.0
2017-11-03,277598.0
2017-11-02,341474.0
2017-11-01,241788.0
2017-10-31,277535.0
2017-10-30,316077.0
2017-10-29,334025.0
2017-10-28,207066.0
2017-10-27,246692.0
2017-10-26,265827.0
2017-10-25,315415.0
2017-10-24,347220.0
2017-10-23,316096.0
2017-10-22,289131.0
2017-10-21,312257.0
2017-10-20,312409.0
2017-10-19,356985.0
2017-10-18,329579.0
2017-10-17,334438.0
2017-10-16,314725.0
2017-10-15,283473.0
2017-10-14,293140.0
2017-10-13,309819.0
2017-10-12,293164.0
2017-10-11,292459.0
2017-10-10,303101.0
2017-10-09,296946.0
2017-10-08,238385.0
2017-10-07,231226.0
2017-10-06,283699.0
2017-10-05,273243.0
2017-10-04,232826.0
2017-10-03,282132.0
2017-10-02,295002.0
2017-10-01,203653.0
2017-09-30,212678.0
2017-09-29,254438.0
2017-09-28,275976.0
2017-09-27,257961.0
2017-09-26,263648.0
2017-09-25,226603.0
2017-09-24,185277.0
2017-09-23,203861.0
2017-09-22,227615.0
2017-09-21,255257.0
2017-09-20,235723.0
2017-09-19,282917.0
2017-09-18,218204.0
2017-09-17,197683.0
2017-09-16,228257.0
2017-09-15,292079.0
2017-09-14,268068.0
2017-09-13,263320.0
2017-09-12,256230.0
2017-09-11,253492.0
2017-09-10,193240.0
2017-09-09,217890.0
2017-09-08,279488.0
2017-09-07,256374.0
2017-09-06,276225.0
2017-09-05,277948.0
2017-09-04,269280.0
2017-09-03,195289.0
2017-09-02,236811.0
2017-09-01,283670.0
2017-08-31,280724.0
2017-08-30,271466.0
2017-08-29,281116.0
2017-08-28,223771.0
2017-08-27,261891.0
2017-08-26,226485.0
2017-08-25,208169.0
2017-08-24,203805.0
2017-08-23,315734.0
2017-08-22,196283.0
2017-08-21,236772.0
2017-08-20,210852.0
2017-08-19,266832.0
2017-08-18,312250.0
2017-08-17,347319.0
2017-08-16,274866.0
2017-08-15,311002.0
2017-08-14,255362.0
2017-08-13,263310.0
2017-08-12,260521.0
2017-08-11,284001.0
2017-08-10,257965.0
2017-08-09,260955.0
2017-08-08,275574.0
2017-08-07,249002.0
2017-08-06,199627.0
2017-08-05,239771.0
2017-08-04,235792.0
2017-08-03,213017.0
2017-08-02,209321.0
2017-08-01,131875.0
2017-07-31,231012.0
2017-07-30,184145.0
2017-07-29,211134.0
2017-07-28,247207.0
2017-07-27,225369.0
2017-07-26,237853.0
2017-07-25,244036.0
2017-07-24,240072.0
2017-07-23,181031.0
2017-07-22,223358.0
2017-07-21,268443.0
2017-07-20,230199.0
2017-07-19,253768.0
2017-07-18,260575.0
2017-07-17,230315.0
2017-07-16,203165.0
2017-07-15,221851.0
2017-07-14,227903.0
2017-07-13,245895.0
2017-07-12,257138.0
2017-07-11,265759.0
2017-07-10,251722.0
2017-07-09,188124.0
2017-07-08,220835.0
2017-07-07,243614.0
2017-07-06,225106.0
2017-07-05,237008.0
2017-07-04,255483.0
2017-07-03,253244.0
2017-07-02,253244.0
2017-07-01,196539.0
2017-06-30,267360.0
2017-06-29,231054.0
2017-06-28,279811.0
2017-06-27,259737.0
2017-06-26,261906.0
2017-06-25,180719.0
2017-06-24,227127.0
2017-06-23,259938.0
2017-06-22,269685.0
2017-06-21,280203.0
2017-06-20,269438.0
2017-06-19,269774.0
2017-06-18,209359.0
2017-06-17,236554.0
2017-06-16,269937.0
2017-06-15,293141.0
2017-06-14,287644.0
2017-06-13,291776.0
2017-06-12,269098.0
2017-06-11,222892.0
2017-06-10,254993.0
2017-06-09,282184.0
2017-06-08,307377.0
2017-06-07,339720.0
2017-06-06,297416.0
2017-06-05,289930.0
2017-06-04,266044.0
2017-06-03,305320.0
2017-06-02,271539.0
2017-06-01,319709.0
2017-05-31,321634.0
2017-05-30,347961.0
2017-05-29,321638.0
2017-05-28,308143.0
2017-05-27,331914.0
2017-05-26,333340.0
2017-05-25,350114.0
2017-05-24,338642.0
2017-05-23,367710.0
2017-05-22,327868.0
2017-05-21,326057.0
2017-05-20,352805.0
2017-05-19,319502.0
2017-05-18,288904.0
2017-05-17,317527.0
2017-05-16,233977.0
2017-05-15,329229.0
2017-05-14,369098.0
2017-05-13,329266.0
2017-05-12,317698.0
2017-05-11,294743.0
2017-05-10,311391.0
2017-05-09,332879.0
2017-05-08,365096.0
2017-05-07,316011.0
2017-05-06,363022.0
2017-05-05,267193.0
2017-05-04,354737.0
2017-05-03,295149.0
2017-05-02,333161.0
2017-05-01,294786.0
2017-04-30,281489.0
2017-04-29,341319.0
2017-04-28,305271.0
2017-04-27,297884.0
2017-04-26,334471.0
2017-04-25,325387.0
2017-04-24,222671.0
2017-04-23,245039.0
2017-04-22,268712.0
2017-04-21,330354.0
2017-04-20,269625.0
2017-04-19,310104.0
2017-04-18,303091.0
2017-04-17,245184.0
2017-04-16,211829.0
2017-04-15,271976.0
2017-04-14,290208.0
2017-04-13,228679.0
2017-04-12,278093.0
2017-04-11,307893.0
2017-04-10,275496.0
2017-04-09,238286.0
2017-04-08,226959.0
2017-04-07,295463.0
2017-04-06,290465.0
2017-04-05,316555.0
2017-04-04,256015.0
2017-04-03,288141.0
2017-04-02,244203.0
2017-04-01,255871.0
2017-03-31,259403.0
2017-03-30,288788.0
2017-03-29,283931.0
2017-03-28,294001.0
2017-03-27,232291.0
2017-03-26,221915.0
2017-03-25,242975.0
2017-03-24,289521.0
2017-03-23,287871.0
2017-03-22,320713.0
2017-03-21,288055.0
2017-03-20,277033.0
2017-03-19,271239.0
2017-03-18,263530.0
2017-03-17,292196.0
2017-03-16,327034.0
2017-03-15,292434.0
2017-03-14,310395.0
2017-03-13,273079.0
2017-03-12,221110.0
2017-03-11,280681.0
2017-03-10,308482.0
2017-03-09,303632.0
2017-03-08,297108.0
2017-03-07,327902.0
2017-03-06,287731.0
2017-03-05,280739.0
2017-03-04,268875.0
2017-03-03,337310.0
2017-03-02,329428.0
2017-03-01,315883.0
2017-02-28,325414.0
2017-02-27,284555.0
2017-02-26,265203.0
2017-02-25,326521.0
2017-02-24,350751.0
2017-02-23,325913.0
2017-02-22,284024.0
2017-02-21,279090.0
2017-02-20,282728.0
2017-02-19,251721.0
2017-02-18,288149.0
2017-02-17,319767.0
2017-02-16,285329.0
2017-02-15,294786.0
2017-02-14,315084.0
2017-02-13,288290.0
2017-02-12,238182.0
2017-02-11,262686.0
2017-02-10,304456.0
2017-02-09,346544.0
2017-02-08,308316.0
2017-02-07,325268.0
2017-02-06,230027.0
2017-02-05,292101.0
2017-02-04,286326.0
2017-02-03,323563.0
2017-02-02,259559.0
2017-02-01,350560.0
2017-01-31,307683.0
2017-01-30,250829.0
2017-01-29,241627.0
2017-01-28,246395.0
2017-01-27,263332.0
2017-01-26,317904.0
2017-01-25,305961.0
2017-01-24,278177.0
2017-01-23,236692.0
2017-01-22,236886.0
2017-01-21,263562.0
2017-01-20,298377.0
2017-01-19,300605.0
2017-01-18,298751.0
2017-01-17,292697.0
2017-01-16,267640.0
2017-01-15,235999.0
2017-01-14,242269.0
2017-01-13,275149.0
2017-01-12,297756.0
2017-01-11,303058.0
2017-01-10,323888.0
2017-01-09,269947.0
2017-01-08,260101.0
2017-01-07,284719.0
2017-01-06,346405.0
2017-01-05,288501.0
2017-01-04,330164.0
2017-01-03,301664.0
2017-01-02,293682.0
2017-01-01,180502.0
2016-12-31,250273.0
2016-12-30,286818.0
2016-12-29,304605.0
2016-12-28,305394.0
2016-12-27,296546.0
2016-12-26,244914.0
2016-12-25,199614.0
2016-12-24,240820.0
2016-12-23,304997.0
2016-12-22,314644.0
2016-12-21,325677.0
2016-12-20,296473.0
2016-12-19,284852.0
2016-12-18,235789.0
2016-12-17,239034.0
2016-12-16,279361.0
2016-12-15,282685.0
2016-12-14,286328.0
2016-12-13,291757.0
2016-12-12,268662.0
2016-12-11,268662.0
2016-12-10,250241.0
2016-12-09,268815.0
2016-12-08,282711.0
2016-12-07,311361.0
2016-12-06,319762.0
2016-12-05,278001.0
2016-12-04,245650.0
2016-12-03,287988.0
2016-12-02,318263.0
2016-12-01,239682.0
2016-11-30,292654.0
2016-11-29,294140.0
2016-11-28,298530.0
2016-11-27,237389.0
2016-11-26,279374.0
2016-11-25,315387.0
2016-11-24,333466.0
2016-11-23,276924.0
2016-11-22,285635.0
2016-11-21,287414.0
2016-11-20,246537.0
2016-11-19,249760.0
2016-11-18,275925.0
2016-11-17,277460.0
2016-11-16,291186.0
2016-11-15,280352.0
2016-11-14,270506.0
2016-11-13,221328.0
2016-11-12,228886.0
2016-11-11,254619.0
2016-11-10,271374.0
2016-11-09,270095.0
2016-11-08,296060.0
2016-11-07,274281.0
2016-11-06,228420.0
2016-11-05,242032.0
2016-11-04,248043.0
2016-11-03,273338.0
2016-11-02,268418.0
2016-11-01,246650.0
2016-10-31,241778.0
2016-10-30,209337.0
2016-10-29,229689.0
2016-10-28,250876.0
2016-10-27,326388.0
2016-10-26,225924.0
2016-10-25,237030.0
2016-10-24,226980.0
2016-10-23,191578.0
2016-10-22,216708.0
2016-10-21,265355.0
2016-10-20,270380.0
2016-10-19,201025.0
2016-10-18,251521.0
2016-10-17,237232.0
2016-10-16,197876.0
2016-10-15,210448.0
2016-10-14,239724.0
2016-10-13,229703.0
2016-10-12,235664.0
2016-10-11,263565.0
2016-10-10,224774.0
2016-10-09,210548.0
2016-10-08,250672.0
2016-10-07,268419.0
2016-10-06,274486.0
2016-10-05,266811.0
2016-10-04,264662.0
2016-10-03,260813.0
2016-10-02,192683.0
2016-10-01,213930.0
2016-09-30,250943.0
2016-09-29,242730.0
2016-09-28,234995.0
2016-09-27,243008.0
2016-09-26,230769.0
2016-09-25,197298.0
2016-09-24,210510.0
2016-09-23,223187.0
2016-09-22,231227.0
2016-09-21,239216.0
2016-09-20,247987.0
2016-09-19,223540.0
2016-09-18,191603.0
2016-09-17,215529.0
2016-09-16,213142.0
2016-09-15,233488.0
2016-09-14,231800.0
2016-09-13,241215.0
2016-09-12,208649.0
2016-09-11,180391.0
2016-09-10,193320.0
2016-09-09,222094.0
2016-09-08,227006.0
2016-09-07,250809.0
2016-09-06,232118.0
2016-09-05,227683.0
2016-09-04,183244.0
2016-09-03,182204.0
2016-09-02,225856.0
2016-09-01,238207.0
2016-08-31,226377.0
2016-08-30,254486.0
2016-08-29,225282.0
2016-08-28,174489.0
2016-08-27,191098.0
2016-08-26,226767.0
2016-08-25,234009.0
2016-08-24,237956.0
2016-08-23,239021.0
2016-08-22,229801.0
2016-08-21,184904.0
2016-08-20,210352.0
2016-08-19,246095.0
2016-08-18,239541.0
2016-08-17,238003.0
2016-08-16,256447.0
2016-08-15,202896.0
2016-08-14,200577.0
2016-08-13,217257.0
2016-08-12,232973.0
2016-08-11,254515.0
2016-08-10,245581.0
2016-08-09,233704.0
2016-08-08,236291.0
2016-08-07,192414.0
2016-08-06,196551.0
2016-08-05,228244.0
2016-08-04,231835.0
2016-08-03,245549.0
2016-08-02,252252.0
2016-08-01,225049.0
2016-07-31,192254.0
2016-07-30,199484.0
2016-07-29,231414.0
2016-07-28,236946.0
2016-07-27,235603.0
2016-07-26,237673.0
2016-07-25,240533.0
2016-07-24,186521.0
2016-07-23,195796.0
2016-07-22,221404.0
2016-07-21,217606.0
2016-07-20,227429.0
2016-07-19,222146.0
2016-07-18,225827.0
2016-07-17,171013.0
2016-07-16,182192.0
2016-07-15,216081.0
2016-07-14,220655.0
2016-07-13,218093.0
2016-07-12,219034.0
2016-07-11,218089.0
2016-07-10,162608.0
2016-07-09,185405.0
2016-07-08,210701.0
2016-07-07,216812.0
2016-07-06,214691.0
2016-07-05,214959.0
2016-07-04,213900.0
2016-07-03,177127.0
2016-07-02,198875.0
2016-07-01,210409.0
2016-06-30,231960.0
2016-06-29,224112.0
2016-06-28,213058.0
2016-06-27,217029.0
2016-06-26,183755.0
2016-06-25,210998.0
2016-06-24,238888.0
2016-06-23,241300.0
2016-06-22,235641.0
2016-06-21,248164.0
2016-06-20,249334.0
2016-06-19,218298.0
2016-06-18,236291.0
2016-06-17,253752.0
2016-06-16,267870.0
2016-06-15,262510.0
2016-06-14,247632.0
2016-06-13,251354.0
2016-06-12,210711.0
2016-06-11,213159.0
2016-06-10,228367.0
2016-06-09,236353.0
2016-06-08,229933.0
2016-06-07,248576.0
2016-06-06,221171.0
2016-06-05,190528.0
2016-06-04,196665.0
2016-06-03,234669.0
2016-06-02,231099.0
2016-06-01,234385.0
2016-05-31,215249.0
2016-05-30,211369.0
2016-05-29,178742.0
2016-05-28,193054.0
2016-05-27,215296.0
2016-05-26,220093.0
2016-05-25,247844.0
2016-05-24,246517.0
2016-05-23,222755.0
2016-05-22,184348.0
2016-05-21,191461.0
2016-05-20,209396.0
2016-05-19,219146.0
2016-05-18,235084.0
2016-05-17,238626.0
2016-05-16,239809.0
2016-05-15,200171.0
2016-05-14,211280.0
2016-05-13,232146.0
2016-05-12,228409.0
2016-05-11,234412.0
2016-05-10,245721.0
2016-05-09,226451.0
2016-05-08,185562.0
2016-05-07,202062.0
2016-05-06,233232.0
2016-05-05,229580.0
2016-05-04,233693.0
2016-05-03,235609.0
2016-05-02,223785.0
2016-05-01,191430.0
2016-04-30,215712.0
2016-04-29,261884.0
2016-04-28,247958.0
2016-04-27,239435.0
2016-04-26,250744.0
2016-04-25,217564.0
2016-04-24,183155.0
2016-04-23,185216.0
2016-04-22,210976.0
2016-04-21,212795.0
2016-04-20,216780.0
2016-04-19,227795.0
2016-04-18,203165.0
2016-04-17,191478.0
2016-04-16,192621.0
2016-04-15,216850.0
2016-04-14,230281.0
2016-04-13,222711.0
2016-04-12,240200.0
2016-04-11,217378.0
2016-04-10,181662.0
2016-04-09,207555.0
2016-04-08,215441.0
2016-04-07,219915.0
2016-04-06,218585.0
2016-04-05,216684.0
2016-04-04,200979.0
2016-04-03,176722.0
2016-04-02,196651.0
2016-04-01,203811.0
2016-03-31,208976.0
2016-03-30,207906.0
2016-03-29,191841.0
2016-03-28,181300.0
2016-03-27,161486.0
2016-03-26,162398.0
2016-03-25,173609.0
2016-03-24,194985.0
2016-03-23,187877.0
2016-03-22,210488.0
2016-03-21,189228.0
2016-03-20,175963.0
2016-03-19,188863.0
2016-03-18,203578.0
2016-03-17,206973.0
2016-03-16,215973.0
2016-03-15,197677.0
2016-03-14,197677.0
2016-03-13,187401.0
2016-03-12,141116.0
2016-03-11,193874.0
2016-03-10,192611.0
2016-03-09,187623.0
2016-03-08,193929.0
2016-03-07,183530.0
2016-03-06,171486.0
2016-03-05,238117.0
2016-03-04,212104.0
2016-03-03,221257.0
2016-03-02,276448.0
2016-03-01,260619.0
2016-02-29,265695.0
2016-02-28,224697.0
2016-02-27,182423.0
2016-02-26,209880.0
2016-02-25,218699.0
2016-02-24,225112.0
2016-02-23,246578.0
2016-02-22,224964.0
2016-02-21,209276.0
2016-02-20,225259.0
2016-02-19,215552.0
2016-02-18,212765.0
2016-02-17,227403.0
2016-02-16,218780.0
2016-02-15,207397.0
2016-02-14,188927.0
2016-02-13,190560.0
2016-02-12,202906.0
2016-02-11,227463.0
2016-02-10,233941.0
2016-02-09,230799.0
2016-02-08,220559.0
2016-02-07,212134.0
2016-02-06,232752.0
2016-02-05,215910.0
2016-02-04,201065.0
2016-02-03,200087.0
2016-02-02,231998.0
2016-02-01,221764.0
2016-01-31,168625.0
2016-01-30,209984.0
2016-01-29,222622.0
2016-01-28,231454.0
2016-01-27,226385.0
2016-01-26,236175.0
2016-01-25,210592.0
2016-01-24,193572.0
2016-01-23,200913.0
2016-01-22,226106.0
2016-01-21,210240.0
2016-01-20,196033.0
2016-01-19,205735.0
2016-01-18,213934.0
2016-01-17,192731.0
2016-01-16,190301.0
2016-01-15,185105.0
2016-01-14,183390.0
2016-01-13,191628.0
2016-01-12,196656.0
2016-01-11,179771.0
2016-01-10,164687.0
2016-01-09,178374.0
2016-01-08,190001.0
2016-01-07,177873.0
2016-01-06,177478.0
2016-01-05,187012.0
2016-01-04,170176.0
2016-01-03,141064.0
2016-01-02,142904.0
2016-01-01,123623.0
2015-12-31,164132.0
2015-12-30,181836.0
2015-12-29,187040.0
2015-12-28,166837.0
2015-12-27,156554.0
2015-12-26,170904.0
2015-12-25,184124.0
2015-12-24,227189.0
2015-12-23,221289.0
2015-12-22,223130.0
2015-12-21,222112.0
2015-12-20,191441.0
2015-12-19,216944.0
2015-12-18,214387.0
2015-12-17,219600.0
2015-12-16,222531.0
2015-12-15,227706.0
2015-12-14,221499.0
2015-12-13,186151.0
2015-12-12,211456.0
2015-12-11,211198.0
2015-12-10,211452.0
2015-12-09,222503.0
2015-12-08,192097.0
2015-12-07,185788.0
2015-12-06,179777.0
2015-12-05,179777.0
2015-12-04,200213.0
2015-12-03,170317.0
2015-12-02,177277.0
2015-12-01,184404.0
2015-11-30,172183.0
2015-11-29,130758.0
2015-11-28,171602.0
2015-11-27,156739.0
2015-11-26,164730.0
2015-11-25,152463.0
2015-11-24,150056.0
2015-11-23,142698.0
2015-11-22,126564.0
2015-11-21,158852.0
2015-11-20,155128.0
2015-11-19,154561.0
2015-11-18,168587.0
2015-11-17,158254.0
2015-11-16,150942.0
2015-11-15,138467.0
2015-11-14,156065.0
2015-11-13,156988.0
2015-11-12,154219.0
2015-11-11,171159.0
2015-11-10,154030.0
2015-11-09,152795.0
2015-11-08,134785.0
2015-11-07,161595.0
2015-11-06,165214.0
2015-11-05,189326.0
2015-11-04,211121.0
2015-11-03,178027.0
2015-11-02,159656.0
2015-11-01,156648.0
2015-10-31,155292.0
2015-10-30,164938.0
2015-10-29,165622.0
2015-10-28,154774.0
2015-10-27,141609.0
2015-10-26,126041.0
2015-10-25,128209.0
2015-10-24,140827.0
2015-10-23,146222.0
2015-10-22,149891.0
2015-10-21,161031.0
2015-10-20,138080.0
2015-10-19,136583.0
2015-10-18,120858.0
2015-10-17,120858.0
2015-10-16,139308.0
2015-10-15,143885.0
2015-10-14,157228.0
2015-10-13,136259.0
2015-10-12,133757.0
2015-10-11,126927.0
2015-10-10,105878.0
2015-10-09,128618.0
2015-10-08,119490.0
2015-10-07,139590.0
2015-10-06,139516.0
2015-10-05,142346.0
2015-10-04,117528.0
2015-10-03,100858.0
2015-10-02,132880.0
2015-10-01,135941.0
2015-09-30,135885.0
2015-09-29,141351.0
2015-09-28,139440.0
2015-09-27,130885.0
2015-09-26,107256.0
2015-09-25,130740.0
2015-09-24,124822.0
2015-09-23,134964.0
2015-09-22,136822.0
2015-09-21,124667.0
2015-09-20,105933.0
2015-09-19,117999.0
2015-09-18,188330.0
2015-09-17,241346.0
2015-09-16,169059.0
2015-09-15,165993.0
2015-09-14,163531.0
2015-09-13,139320.0
2015-09-12,153538.0
2015-09-11,165288.0
2015-09-10,122783.0
2015-09-09,128619.0
2015-09-08,126751.0
2015-09-07,119041.0
2015-09-06,106101.0
2015-09-05,137427.0
2015-09-04,95408.0
2015-09-03,137446.0
2015-09-02,137743.0
2015-09-01,140970.0
2015-08-31,117985.0
2015-08-30,92338.0
2015-08-29,113722.0
2015-08-28,121692.0
2015-08-27,116334.0
2015-08-26,125549.0
2015-08-25,125060.0
2015-08-24,117026.0
2015-08-23,93783.0
2015-08-22,107795.0
2015-08-21,116311.0
2015-08-20,116834.0
2015-08-19,122864.0
2015-08-18,120131.0
2015-08-17,108249.0
2015-08-16,86583.0
2015-08-15,86583.0
2015-08-14,106119.0
2015-08-13,107950.0
2015-08-12,118336.0
2015-08-11,115754.0
2015-08-10,116923.0
2015-08-09,110686.0
2015-08-08,88425.0
2015-08-07,104420.0
2015-08-06,124658.0
2015-08-05,132494.0
2015-08-04,130246.0
2015-08-03,132719.0
2015-08-02,118560.0
2015-08-01,98976.0
2015-07-31,163175.0
2015-07-30,133640.0
2015-07-29,133697.0
2015-07-28,136195.0
2015-07-27,117412.0
2015-07-26,111331.0
2015-07-25,89650.0
2015-07-24,106038.0
2015-07-23,109852.0
2015-07-22,111582.0
2015-07-21,147520.0
2015-07-20,123367.0
2015-07-19,112440.0
2015-07-18,134643.0
2015-07-17,120617.0
2015-07-16,118048.0
2015-07-15,113812.0
2015-07-14,122340.0
2015-07-13,119707.0
2015-07-12,176542.0
2015-07-11,204729.0
2015-07-10,171652.0
2015-07-09,214487.0
2015-07-08,187202.0
2015-07-07,200420.0
2015-07-06,201921.0
2015-07-05,151741.0
2015-07-04,101714.0
2015-07-03,114310.0
2015-07-02,138811.0
2015-07-01,135567.0
2015-06-30,150917.0
2015-06-29,149003.0
2015-06-28,117119.0
2015-06-27,97690.0
2015-06-26,108876.0
2015-06-25,115640.0
2015-06-24,113329.0
2015-06-23,114471.0
2015-06-22,128795.0
2015-06-21,111788.0
2015-06-20,91203.0
2015-06-19,114779.0
2015-06-18,125430.0
2015-06-17,122001.0
2015-06-16,133747.0
2015-06-15,124094.0
2015-06-14,122279.0
2015-06-13,100512.0
2015-06-12,112813.0
2015-06-11,125022.0
2015-06-10,125147.0
2015-06-09,133064.0
2015-06-08,115633.0
2015-06-07,94037.0
2015-06-06,88440.0
2015-06-05,102005.0
2015-06-04,109700.0
2015-06-03,123893.0
2015-06-02,125399.0
2015-06-01,133489.0
2015-05-31,116959.0
2015-05-30,96037.0
2015-05-29,132907.0
2015-05-28,123148.0
2015-05-27,109786.0
2015-05-26,108558.0
2015-05-25,106971.0
2015-05-24,105519.0
2015-05-23,87996.0
2015-05-22,92674.0
2015-05-21,100591.0
2015-05-20,99962.0
2015-05-19,107683.0
2015-05-18,106503.0
2015-05-17,97915.0
2015-05-16,85578.0
2015-05-15,93025.0
2015-05-14,107882.0
2015-05-13,101228.0
2015-05-12,108615.0
2015-05-11,114424.0
2015-05-10,102966.0
2015-05-09,90054.0
2015-05-08,98717.0
2015-05-07,108365.0
2015-05-06,113420.0
2015-05-05,113496.0
2015-05-04,114171.0
2015-05-03,94120.0
2015-05-02,86037.0
2015-05-01,96416.0
2015-04-30,105236.0
2015-04-29,114070.0
2015-04-28,116989.0
2015-04-27,112434.0
2015-04-26,109382.0
2015-04-25,93761.0
2015-04-24,100790.0
2015-04-23,110568.0
2015-04-22,107241.0
2015-04-21,113657.0
2015-04-20,114061.0
2015-04-19,115128.0
2015-04-18,86313.0
2015-04-17,100484.0
2015-04-16,102089.0
2015-04-15,104063.0
2015-04-14,105461.0
2015-04-13,113372.0
2015-04-12,105282.0
2015-04-11,88884.0
2015-04-10,103454.0
2015-04-09,114091.0
2015-04-08,117822.0
2015-04-07,108047.0
2015-04-06,111786.0
2015-04-05,100949.0
2015-04-04,94048.0
2015-04-03,94152.0
2015-04-02,103760.0
2015-04-01,115686.0
2015-03-31,126590.0
2015-03-30,105294.0
2015-03-29,102105.0
2015-03-28,87456.0
2015-03-27,90053.0
2015-03-26,106302.0
2015-03-25,98391.0
2015-03-24,93930.0
2015-03-23,96397.0
2015-03-22,106330.0
2015-03-21,84331.0
2015-03-20,100458.0
2015-03-19,103109.0
2015-03-18,102414.0
2015-03-17,102985.0
2015-03-16,104238.0
2015-03-15,97794.0
2015-03-14,84477.0
2015-03-13,88828.0
2015-03-12,96745.0
2015-03-11,97654.0
2015-03-10,102856.0
2015-03-09,112347.0
2015-03-08,96449.0
2015-03-07,86526.0
2015-03-06,94270.0
2015-03-05,96367.0
2015-03-04,96611.0
2015-03-03,104846.0
2015-03-02,109142.0
2015-03-01,102935.0
2015-02-28,86274.0
2015-02-27,90259.0
2015-02-26,103395.0
2015-02-25,101348.0
2015-02-24,104785.0
2015-02-23,104463.0
2015-02-22,96936.0
2015-02-21,86028.0
2015-02-20,92541.0
2015-02-19,96709.0
2015-02-18,96005.0
2015-02-17,104555.0
2015-02-16,98899.0
2015-02-15,103339.0
2015-02-14,85355.0
2015-02-13,107004.0
2015-02-12,107390.0
2015-02-11,93868.0
2015-02-10,98701.0
2015-02-09,103551.0
2015-02-08,95860.0
2015-02-07,82716.0
2015-02-06,86207.0
2015-02-05,83440.0
2015-02-04,90028.0
2015-02-03,89353.0
2015-02-02,93499.0
2015-02-01,83230.0
2015-01-31,79193.0
2015-01-30,83762.0
2015-01-29,86360.0
2015-01-28,88519.0
2015-01-27,89287.0
2015-01-26,99035.0
2015-01-25,105423.0
2015-01-24,82358.0
2015-01-23,89630.0
2015-01-22,87217.0
2015-01-21,94979.0
2015-01-20,100251.0
2015-01-19,98890.0
2015-01-18,94096.0
2015-01-17,87047.0
2015-01-16,89839.0
2015-01-15,112530.0
2015-01-14,115787.0
2015-01-13,104481.0
2015-01-12,99090.0
2015-01-11,98185.0
2015-01-10,93957.0
2015-01-09,105895.0
2015-01-08,105211.0
2015-01-07,99126.0
2015-01-06,92912.0
2015-01-05,87160.0
2015-01-04,93753.0
2015-01-03,85570.0
2015-01-02,82832.0
2015-01-01,72234.0
2014-12-31,58963.0
2014-12-30,83768.0
2014-12-29,85247.0
2014-12-28,79812.0
2014-12-27,74773.0
2014-12-26,78776.0
2014-12-25,71700.0
2014-12-24,70684.0
2014-12-23,89515.0
2014-12-22,99770.0
2014-12-21,89437.0
2014-12-20,80829.0
2014-12-19,91493.0
2014-12-18,92052.0
2014-12-17,103161.0
2014-12-16,93704.0
2014-12-15,98790.0
2014-12-14,95727.0
2014-12-13,73926.0
2014-12-12,79512.0
2014-12-11,80103.0
2014-12-10,85829.0
2014-12-09,90695.0
2014-12-08,89587.0
2014-12-07,84498.0
2014-12-06,77357.0
2014-12-05,83633.0
2014-12-04,92900.0
2014-12-03,100829.0
2014-12-02,97296.0
2014-12-01,100786.0
2014-11-30,95220.0
2014-11-29,80934.0
2014-11-28,81452.0
2014-11-27,85987.0
2014-11-26,82979.0
2014-11-25,90019.0
2014-11-24,82813.0
2014-11-23,83797.0
2014-11-22,75041.0
2014-11-21,77832.0
2014-11-20,86577.0
2014-11-19,85497.0
2014-11-18,87321.0
2014-11-17,87524.0
2014-11-16,85201.0
2014-11-15,73338.0
2014-11-14,74831.0
2014-11-13,88631.0
2014-11-12,100117.0
2014-11-11,87769.0
2014-11-10,87338.0
2014-11-09,84819.0
2014-11-08,72217.0
2014-11-07,75950.0
2014-11-06,89542.0
2014-11-05,90341.0
2014-11-04,89249.0
2014-11-03,90386.0
