Date,Value
2018-05-12,182054.0
2018-05-11,213624.0
2018-05-10,208961.0
2018-05-09,206579.0
2018-05-08,217810.0
2018-05-07,205063.0
2018-05-06,171761.0
2018-05-05,202703.0
2018-05-04,219069.0
2018-05-03,228521.0
2018-05-02,212296.0
2018-05-01,199959.0
2018-04-30,215107.0
2018-04-29,180798.0
2018-04-28,203681.0
2018-04-27,211119.0
2018-04-26,216732.0
2018-04-25,213155.0
2018-04-24,254493.0
2018-04-23,226353.0
2018-04-22,171870.0
2018-04-21,193975.0
2018-04-20,207777.0
2018-04-19,213523.0
2018-04-18,200740.0
2018-04-17,201820.0
2018-04-16,196106.0
2018-04-15,174031.0
2018-04-14,161843.0
2018-04-13,217282.0
2018-04-12,210879.0
2018-04-11,183248.0
2018-04-10,186415.0
2018-04-09,176563.0
2018-04-08,138535.0
2018-04-07,154639.0
2018-04-06,172889.0
2018-04-05,181832.0
2018-04-04,185710.0
2018-04-03,198919.0
2018-04-02,168178.0
2018-04-01,135129.0
2018-03-31,148617.0
2018-03-30,185940.0
2018-03-29,192411.0
2018-03-28,177521.0
2018-03-27,187065.0
2018-03-26,187850.0
2018-03-25,135274.0
2018-03-24,157087.0
2018-03-23,179818.0
2018-03-22,185187.0
2018-03-21,194846.0
2018-03-20,195168.0
2018-03-19,191528.0
2018-03-18,164401.0
2018-03-17,154496.0
2018-03-16,186979.0
2018-03-15,206186.0
2018-03-14,191042.0
2018-03-13,196140.0
2018-03-12,188394.0
2018-03-11,150884.0
2018-03-10,156228.0
2018-03-09,198180.0
2018-03-08,196422.0
2018-03-07,213978.0
2018-03-06,206016.0
2018-03-05,201438.0
2018-03-04,160231.0
2018-03-03,177024.0
2018-03-02,195073.0
2018-03-01,233744.0
2018-02-28,189223.0
2018-02-27,219624.0
2018-02-26,186474.0
2018-02-25,144869.0
2018-02-24,154534.0
2018-02-23,185193.0
2018-02-22,183235.0
2018-02-21,205201.0
2018-02-20,198455.0
2018-02-19,187367.0
2018-02-18,159495.0
2018-02-17,173789.0
2018-02-16,187738.0
2018-02-15,198183.0
2018-02-14,196417.0
2018-02-13,182984.0
2018-02-12,186918.0
2018-02-11,147208.0
2018-02-10,181783.0
2018-02-09,177860.0
2018-02-08,173289.0
2018-02-07,213719.0
2018-02-06,244120.0
2018-02-05,216363.0
2018-02-04,173687.0
2018-02-03,194891.0
2018-02-02,235918.0
2018-02-01,257664.0
2018-01-31,204276.0
2018-01-30,236609.0
2018-01-29,232176.0
2018-01-28,213446.0
2018-01-27,193578.0
2018-01-26,220459.0
2018-01-25,236580.0
2018-01-24,250423.0
2018-01-23,271936.0
2018-01-22,245562.0
2018-01-21,215622.0
2018-01-20,240611.0
2018-01-19,243619.0
2018-01-18,309495.0
2018-01-17,315771.0
2018-01-16,303725.0
2018-01-15,273623.0
2018-01-14,235045.0
2018-01-13,265735.0
2018-01-12,300091.0
